X,Y,FID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,CITY,PHONE,SEAT_CAP,RISK,RECORD_ID,FACILITY_N,CHAIN_NAME,CHAIN_ESTA,SITE_ADDRE,NEAR_FID,NEAR_DIST
-122.337373129369809,47.60228185929671,266,351724,0000000,350,Cold Spot Of Seattle - N Kiosk,Cold Spot Of Seattle - N Kiosk,801 ALASKAN WAY,98104,Seattle,(425) 354-7777,Seating 0-12,III, , , , ," 
",-1,-1
-122.353354489851839,47.621119639231686,267,351728,0000000,350,Collections Cafe,Collections Cafe,305 HARRISON ST,98109,Seattle,(206) 905-2102,Seating 151-250,III, , , , ," 
",-1,-1
-122.313106509385079,47.655532319317601,268,351730,0000000,350,College Inn Pub,College Inn Pub,4006 UNIVERSITY WAY NE,98105,Seattle,(206) 634-2307,Seating 51-150,III, , , , ," 
",-1,-1
-122.332281320634962,47.602235008745055,269,351731,0000000,350,Collins Pub,Collins Pub,526 2ND AVE,98104,Seattle,(206) 623-1016,Seating 51-150,III, , , , ," 
",223,2729.49905242
-122.337373129369809,47.60228185929671,270,351732,0000000,350,Colman Dock News / Candy Lane,Colman Dock News/ Candy Lane,801 S ALASKAN WAY S #G,98104,Seattle,(206) 575-6993,Grocery,I, , , , ," 
",-1,-1
-122.284465279655791,47.557396519251299,271,351734,0000000,350,Columbia City Ale House,Columbia City Ale House,4914 RAINIER AVE S,98118,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.285508529639884,47.558183368961778,272,351735,0000000,350,Columbia City Bakery,Columbia City Bakery,4865 RAINIER AVE S,98118,Seattle,(206) 722-4328,Seating 13-50,III, , , , ," 
",-1,-1
-122.28448552008669,47.557318879271016,273,351736,0000000,350,Columbia City Theater,Columbia City Theater,4916 RAINIER AVE S,98118,Seattle,(206) 723-0088,Seating 13-50,III, , , , ," 
",-1,-1
-122.287115470475243,47.558178999392148,274,351737,0000000,350,Columbia School,Columbia Orca  School,3528 S FERDINAND ST,98118,Seattle,(206) 252-6900,Seating 0-12,I, , , , ," 
",-1,-1
-122.330614640290392,47.604526938625852,275,351738,0000000,350,Columbia Tower Club,Columbia Tower Club,701 5TH AVE,98104,Seattle,(206) 622-2010,Seating > 250,III, , , , ," 
",223,1853.55338917
-122.347750580250604,47.615029779298844,276,351049,0000000,350,Branzino,Branzino,2429 2ND AVE,98121,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.336780680171586,47.621505688910773,277,351050,0000000,350,Bravehorse Tavern,Bravehorse Tavern,310 TERRY AVE N,98109,Seattle,(206) 448-2001,Seating 51-150,III, , , , ," 
",-1,-1
-122.334574589397491,47.599895518649994,278,351051,0000000,350,Bread Of Life Mission,Bread Of Life Mission,97 S MAIN ST,98104,Seattle,(206) 682-3579,Non-Profit Institution,III, , , , ," 
",223,3744.3978446
-122.29579551064316,47.7177463994216,279,351052,0000000,350,Breakfast Club,Breakfast Club,12306 LAKE CITY WAY NE,98125,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.329796000405025,47.526042999432519,280,351053,0000000,350,Breaktime Deli,Breaktime Deli,309 S CLOVERDALE ST,98108,Seattle,(206) 764-5068,Seating 13-50,III, , , , ," 
",-1,-1
-122.374255940062781,47.5448332392276,281,351063,0000000,350,Bridge Park,Bridge Park,3204 SW MORGAN ST,98126,Seattle,(206) 615-3491,Seating 151-250,III, , , , ," 
",-1,-1
-122.363009080345151,47.668486008647299,282,351071,0000000,350,Brimmer & Heeltap,Brimmer & Heeltap,425 NW MARKET ST,98107,Seattle,(206) 979-9463,Seating 13-50,III, , , , ," 
",-1,-1
-122.340571750499137,47.608873009149001,283,351074,0000000,350,Britt'S Pickles,Britt'S Pickles,1500 PIKE PL #15,98101,Seattle,(253) 666-6686,Seating 0-12,I, , , , ," 
",-1,-1
-122.340366669462639,47.61035735913633,284,351076,0000000,350,Broadacre Deli,Broadacre Deli,1601 2ND AVE,98101,Seattle,(206) 441-6003,Seating 13-50,III, , , , ," 
",-1,-1
-122.317571490273892,47.676282249449812,285,351077,0000000,350,Broadcast Coffee,Braodcast Coffee,6515 ROOSEVELT WAY NE,98115,Seattle,(206) 467-4717,Seating 13-50,I, , , , ," 
",-1,-1
-122.306744320654289,47.601931389484953,286,351078,0000000,350,"Broadcast Coffee; Llc","Broadcast Coffee; Llc",1918 YESLER WAY STE A,98122,Seattle,(206) 325-6709,Seating 13-50,I, , , , ," 
",280,1585.1971797
-122.291354859665219,47.640325729001809,287,351079,0000000,350,Broadmoor Golf Club-10Th,Broadmoor Golf Club,2340 BROADMOOR DR E,98112,Seattle,(206) 325-5600,Seating 0-12,III, , , , ," 
",-1,-1
-122.291354859665219,47.640325729001809,288,351080,0000000,350,Broadmoor Golf Club Kitchen,Broadmoor Golf Club,2340 BROADMOOR DR E,98112,Seattle,(206) 325-5600,Seating > 250,III, , , , ," 
",-1,-1
-122.352871380550411,47.724592368644672,289,351081,0000000,350,Broadview/Thomson School,Broadview/Thomson School,13052 GREENWOOD AVE N,98133,Seattle, ,School Kitchen, , , , , ," 
",-1,-1
-122.320506750563567,47.606341078657138,290,351082,0000000,350,Broadway Market,Broadway Market,508 BROADWAY AVE,98122,Seattle,(206) 325-8985,Grocery,I, , , , ," 
",223,1181.1481388
-122.320280000572694,47.614364999429569,291,351083,0000000,350,Broadway Shell,Broadway Shell,1500 BROADWAY,98122,Seattle,(206) 324-0919,Grocery,I, , , , ," 
",258,915.469452841
-122.336106730120392,47.607231898792691,292,351090,0000000,350,"Brooklyn Cafe; The","Brooklyn Cafe; The",1212 2ND AVE,98101,Seattle, ,Seating 151-250,III, , , , ," 
",-1,-1
-122.354227079980106,47.65162776863648,293,351093,0000000,350,"Brouwer'S Cafe; Inc","Brouwer'S Cafe; Inc",400 N 35TH ST,98103,Seattle,(206) 632-7811,Seating 51-150,III, , , , ," 
",-1,-1
-122.329498929534196,47.575281608816233,294,351094,0000000,350,Brown Bag Baguette (Kc264) @ Route 310-623-0844,Brown Bag Baguette (Kc264),3201 4TH AVE S,98134,Seattle,(310) 623-0844,Mobile Food Service,III, , , , ," 
",-1,-1
-122.376491170451146,47.679646968678554,295,351100,0000000,350,Brunswick & Hunt,Brunswick & Hunt,1480 NW 70TH ST,98117,Seattle,(206) 713-5245,Seating 13-50,III, , , , ," 
",-1,-1
-122.292004899364699,47.671514568701681,296,351101,0000000,350,Bryant Elementary School,Bryant Elementary School,3311 NE 60TH ST,98105,Seattle, ,School Kitchen, , , , , ," 
",-1,-1
-122.313437100496117,47.662792588799903,297,351106,0000000,350,Bubble Tea And Sandwich,Bubble Tea And Sandwich,4553 UNIVERSITY WAY NE,98105,Seattle,(206) 718-2944,Seating 13-50,II, , , , ," 
",-1,-1
-122.34001176003612,47.625732419457329,298,351107,0000000,350,Buca Di Beppo,Buca  Di Beppo,701 9TH AVE N,98109,Seattle,(612) 288-2382,Seating > 250,III,PR0047457,BUCA  DI BEPPO,BUCA DI BEPPO,Y,"701 9TH AV N
",-1,-1
-122.35782826980865,47.620751488833285,299,351108,0000000,350,Buckley'S On Queen Anne,Buckley'S On Queen Anne,232 1ST AVE W,98119,Seattle,(206) 283-1400,Seating 51-150,III, , , , ," 
",-1,-1
-122.347025579538169,47.614490748969715,300,351109,0000000,350,Buckleys In Belltown,Buckleys In Belltown,2331 2ND AVE,98121,Seattle,(206) 441-9842,Seating 51-150,III, , , , ," 
",-1,-1
-122.345065080675994,47.612233339491759,301,351116,0000000,350,Buffalo Deli,"Buffalo Deli; The",2123-B 1ST AVE,98121,Seattle, ,Seating 0-12,III, , , , ," 
",-1,-1
-122.31287843059016,47.65863840879166,302,351121,0000000,350,Bulldog News Inc,Bulldog News Inc,4208 UNIVERSITY WAY NE,98105,Seattle,(206) 547-2800,Seating 0-12,I, , , , ," 
",-1,-1
-122.323486769743994,47.597858879113389,303,351123,0000000,350,Bun Llc,Bun Llc,516 7TH AVE S #A,98104,Seattle,(206) 623-5297,Seating 51-150,III, , , , ," 
",176,2283.63241246
-122.312992979814723,47.658137419309952,304,351125,0000000,350,Burger And Kabob Hut,Burger And Kabob Hut,4142 UNIVERSITY WAY NE,98105,Seattle,(206) 632-0324,Seating 0-12,III, , , , ," 
",-1,-1
-122.358899760196991,47.521233679486286,305,351126,0000000,350,Burger Boss,Burger Boss,9061 DELRIDGE WAY SW,98106,Seattle,(206) 779-8845,Seating 0-12,III, , , , ," 
",-1,-1
-122.376530530672511,47.681455319347513,306,351128,0000000,350,Burger Hero,Burger Hero,7302 1/2 15TH AVE NW,98117,Seattle,(206) 992-7190,Seating 0-12,III, , , , ," 
",-1,-1
-122.375177540006788,47.668931468790163,307,351133,0000000,350,Burger King #2368,Burger King #2368,1432 NW MARKET ST,98107,Seattle,(206) 233-9727,Seating 51-150,III,PR0001169,BURGER KING #2368,BURGER KING,Y,"1432 NW MARKET ST
",-1,-1
-122.303679309553232,47.584693849506507,308,351135,0000000,350,Burger King #3369,Burger King #3369,2021 RAINIER AVE S,98144,Seattle,(206) 323-2211,Seating 51-150,III,PR0008394,BURGER KING #3369,BURGER KING,Y,"2021 RAINIER AV S
",-1,-1
-122.329583620383531,47.574088188697047,309,351146,0000000,350,Burger King #6972,Burger King #6972,3301 4TH AVE S,98134,Seattle,(425) 271-8029,Seating 51-150,III,PR0025618,BURGER KING #6972,BURGER KING,Y,"3301 4TH AV S
",-1,-1
-122.344261309804367,47.701100029096686,310,351151,0000000,350,Burgermaster,Burgermaster,9820 AURORA AVE N,98103,Seattle,(206) 524-8033,Seating 13-50,III, , , , ," 
",-1,-1
-122.340010780492818,47.608525189152502,311,351160,0000000,350,Burrito Express,Burrito Express,1429 1ST AVE,98101,Seattle, ,Seating 0-12,III, , , , ," 
",-1,-1
-122.372424140141462,47.696867279082397,312,351161,0000000,350,Burrito Loco Taqueria,Burrito Loco Taqueria,9211 HOLMAN RD NW,98117,Seattle,(206) 783-0719,Seating 13-50,III, , , , ," 
",-1,-1
-122.319808360596554,47.676063018805543,313,351163,0000000,350,Bus Stop Espresso,Bus Stop Espresso,800 NE 65TH ST,98115,Seattle,(206) 528-5997,Seating 0-12,II, , , , ," 
",-1,-1
-122.324736859393255,47.596971368934661,314,351164,0000000,350,Bush Garden Restaurant,Bush Garden Restaurant,614 MAYNARD AVE S,98104,Seattle,(206) 682-6830,Seating 51-150,III, , , , ," 
",176,2718.45426209
-122.288667969510385,47.6229100691395,315,351165,0000000,350,Bush School,Bush School,3400 E HARRISON ST E,98112,Seattle, ,Non-Profit Institution,III, , , , ," 
",696,30.8192634401
-122.364681729987254,47.639408479372101,316,351167,0000000,350,Bustle On Queen Anne,Bustle On Queen Anne,535 W MCGRAW ST,98119,Seattle,(206) 819-4962,Seating 13-50,II, , , , ," 
",-1,-1
-122.325257000093202,47.675665998988251,317,351168,0000000,350,Butcher & The Baker,Butcher & The Baker,6412 LATONA AVE NE,98115,Seattle,(206) 414-3100,Catering Operation,III, , , , ," 
",-1,-1
-122.344377000620227,47.611666998743722,318,351170,0000000,350,Butter & Bloom,Butter & Bloom,6855 176TH AVE NE,98052,Redmond,(206) 859-0757,Catering Operation,II, , , , ," 
",-1,-1
-122.356860000287114,47.649188998842874,319,351174,0000000,350,Byen Bakeri,Byen Bakeri,15 NICKERSON ST STE D,98109,Seattle,(425) 244-7078,Seating 13-50,II, , , , ," 
",-1,-1
-122.329767020004383,47.577537668763675,320,351176,0000000,350,Bys Drive In,Bys Drive In,2901 4TH AVE S,98134,Seattle,(206) 622-9901,Seating 13-50,III, , , , ," 
",-1,-1
-122.321185330038148,47.624294199032427,321,351177,0000000,350,Byzantion Restaurant,Byzantion Restaurant,601 BROADWAY AVE E,98102,Seattle,(206) 982-8361,Seating 13-50,III, , , , ," 
",135,586.733807647
-122.309328090524176,47.576787739425363,322,351180,0000000,350,C & C Food Store,C & C Food Store,3002 BEACON AVE S,98144,Seattle,(206) 723-2959,Seating 0-12,I, , , , ," 
",-1,-1
-122.386799079804661,47.551984328865039,323,351182,0000000,350,C & P Coffee Brand Llc,C & P Coffee Company Brand Llc,5612 CALIFORNIA AVE SW,98136,Seattle,(206) 933-3125,Seating 0-12,I, , , , ," 
",-1,-1
-122.32216756017803,47.548039769182211,324,351186,0000000,350,C P Thai Restaurant,C P Thai Restaurant,5963 CORSON AVE S #166,98108,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.412786270039618,47.578223679453245,325,351189,0000000,350,Cactus Alki,Cactus Alki,2820 ALKI AVE SW,98116,Seattle,(425) 330-1969,Seating 51-150,III, , , , ," 
",-1,-1
-122.317258980064508,47.616249709495584,326,351192,0000000,350,Cafe  Argento,Cafe  Argento,1125 E OLIVE ST,98122,Seattle,(206) 524-5995,Seating 0-12,III, , , , ," 
",258,1027.23264108
-122.340410000327836,47.605419999379194,327,351193,0000000,350,Cafe 56,Cafe 56,1201 ALASKAN WAY PIER 56,98101,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.31250935973587,47.618808048665514,328,351195,0000000,350,Cafe Abodegas,Cafe Abodegas,102 15TH AVE E,98112,Seattle,(509) 590-7757,Seating 0-12,III, , , , ," 
",568,627.524457091
-122.361931360350098,47.675829118987259,329,351199,0000000,350,Cafe Bambino,Cafe Bambino,405 NW 65TH ST,98107,Seattle,(206) 706-4934,Seating 0-12,I, , , , ," 
",-1,-1
-122.345245209339581,47.613446818651958,330,351200,0000000,350,Cafe Belltown,Cafe Belltown,2219 2ND AVE,98121,Seattle,(425) 773-0296,Seating 0-12,III, , , , ," 
",-1,-1
-122.312440230488619,47.621355259081163,331,351202,0000000,350,Cafe By Hillside Quickie,Cafe By Hillside Quickie,324 15TH AVE E,98112,Seattle,(206) 325-9178,Seating 0-12,III, , , , ," 
",632,1248.08259945
-122.330614640290392,47.604526938625852,332,351205,0000000,350,Cafe Columbia,Cafe Columbia,701 5TH AVE,98104,Seattle, ,Seating 0-12,III, , , , ," 
",223,1853.55338917
-122.334466639832797,47.577577289484154,333,351206,0000000,350,Cafe Con Leche,Cafe Con Leche,2901 1ST AVE S,98134,Seattle,(206) 271-3932,Seating 151-250,III, , , , ," 
",-1,-1
-122.304025120190886,47.675672478788492,334,351208,0000000,350,Cafe Da Pino,Cafe Da Pino,2207 NE 65TH ST,98115,Seattle,(206) 356-8502,Seating 0-12,III, , , , ," 
",-1,-1
-122.295210780407402,47.623968309214533,335,351211,0000000,350,Cafe Flora,Cafe Flora,2901 E MADISON ST,98112,Seattle,(206) 325-9100,Seating 51-150,III, , , , ," 
",436,1299.54019234
-122.297062700299577,47.571558269082196,336,351215,0000000,350,Cafe Hope Espresso Cart @ 3639 Mlk Jr. Way S,Cafe Hope Espresso Cart,3639 M L KING JR WAY S,98144,Seattle,(206) 774-2432,Mobile Food Service,I, , , , ," 
",-1,-1
-122.281984389732969,47.538178979182213,337,351216,0000000,350,Cafe Huong Que,Cafe Huong Que,7127 M L KING JR WAY S,98118,Seattle,(206) 722-4318,Seating 13-50,III, , , , ," 
",-1,-1
-122.33201851998696,47.598754069396769,338,351217,0000000,350,Cafe In The Court,Cafe In The Court,401 2ND AVE S,98104,Seattle,(206) 467-5533,Catering Operation,III, , , , ," 
",223,3733.94217146
-122.311786010044131,47.687583569259971,339,351220,0000000,350,Cafe Kopi,Cafe Kopi,8056 LAKE CITY WAY NE,98115,Seattle,(206) 661-1057,Seating 0-12,III, , , , ," 
",-1,-1
-122.302264189939891,47.639734878788722,340,351221,0000000,350,Cafe Lago,Cafe Lago Inc,2305 24TH AVE E,98112,Seattle,(206) 329-8005,Seating 51-150,III, , , , ," 
",-1,-1
-122.291280989573195,47.708701669412093,341,351222,0000000,350,Cafe Lati,Cafe Lati,11003 35TH AVE NE,98125,Seattle,(206) 388-8085,Seating 13-50,II, , , , ," 
",-1,-1
-122.325630069447939,47.675714579216844,342,351224,0000000,350,Cafe Lulu,Cafe Lulu,6417 LATONA AVE NE,98115,Seattle,(206) 527-7062,Seating 13-50,II, , , , ," 
",-1,-1
-122.324935049547904,47.680267438798268,343,351227,0000000,350,Cafe Momo,Cafe Momo,7119 WOODLAWN AVE NE,98115,Seattle,(206) 854-7707,Seating 13-50,II, , , , ," 
",-1,-1
-122.380446620659441,47.664951229281414,344,351228,0000000,350,Cafe Mox,Cafe Mox,5105 LEARY AVE NW,98107,Seattle,(206) 355-2413,Seating 13-50,III, , , , ," 
",-1,-1
-122.376742330340079,47.535899099233653,345,351232,0000000,350,Cafe Osita,Cafe Osita,7349 35TH AVE SW,98126,Seattle,(206) 937-5423,Seating 0-12,III, , , , ," 
",-1,-1
-122.278806849734863,47.63486245878854,346,351236,0000000,350,Cafe Parco,Cafe Parco,1807 42ND AVE E,98112,Seattle,(206) 324-2626,Seating 13-50,III, , , , ," 
",-1,-1
-122.317859069454869,47.613883708678316,347,351237,0000000,350,Cafe Pettirosso,Cafe Pettirosso,1101 E PIKE ST,98122,Seattle,(206) 323-4830,Seating 51-150,III, , , , ," 
",631,566.836549411
-122.333367690097162,47.604591359135235,348,351238,0000000,350,Cafe Pho,Cafe Pho,823 3RD AVE,98104,Seattle, ,Seating 51-150,III, , , , ," 
",223,2405.39273169
-122.317189470539731,47.612024919387707,349,351243,0000000,350,Cafe Presse,Cafe Presse,1117 12TH AVE,98122,Seattle,(206) 256-1499,Seating 51-150,III, , , , ," 
",631,324.644437607
-122.317074109666962,47.671442028747521,350,351244,0000000,350,Cafe Racer Espresso,Cafe Racer Espresso,5828 ROOSEVELT WAY NE,98105,Seattle,(206) 268-0890,Seating 13-50,III, , , , ," 
",-1,-1
-122.297075590410188,47.60779073931436,351,351246,0000000,350,Cafe Selam,Cafe Selam,2715 E CHERRY ST #B,98122,Seattle, ,Seating 13-50,III, , , , ," 
",503,797.094484309
-122.359664599568561,47.654012069364313,352,350169,0000000,350,Alberona,Alberona,3624 LEARY WAY NW,98107,Seattle,(206) 551-7470,Seating 13-50,III, , , , ," 
",-1,-1
-122.397880710667749,47.642460809188727,353,350176,0000000,350,Albertson'S #408 - Deli,Albertsons #408,2550 32ND AVE W,98199,Seattle,(208) 395-6022,Seating 0-12,III, , , , ," 
",-1,-1
-122.343728009496459,47.724793009437647,354,350198,0000000,350,Albertsons #410,Albertsons #410,13050 AURORA AVE N,98133,Seattle,(208) 395-6022,Seating 0-12,III, , , , ," 
",-1,-1
-122.343728009496459,47.724793009437647,355,350199,0000000,350,Albertsons #410-Meat,Albertsons #410,13050 AURORA AVE N,98133,Seattle,(208) 395-6022,Meat/Sea Food,III, , , , ," 
",-1,-1
-122.33081162992012,47.617208619133734,356,350211,0000000,350,Alfi'S Food & Deli,Alfi'S Food & Deli,1830 MINOR AVE,98101,Seattle,(425) 776-9330,Seating 0-12,III, , , , ," 
",569,1121.67346776
-122.340814559530031,47.608327539287664,357,350213,0000000,350,"Alibi Room; The","Alibi Room; The",85 PIKE ST,98101,Seattle,(206) 623-3180,Seating 51-150,III, , , , ," 
",-1,-1
-122.410900409493379,47.578832639170301,358,350217,0000000,350,Alki Cafe,Alki Cafe,2726 ALKI AVE SW,98116,Seattle,(206) 935-0616,Seating 51-150,III, , , , ," 
",-1,-1
-122.406949809743608,47.577586218883901,359,350218,0000000,350,Alki Community Center,Alki Community Center,5817 SW STEVENS ST,98116,Seattle,(206) 684-7430,Non-Profit Institution,III, , , , ," 
",-1,-1
-122.407827120359258,47.577141719293017,360,350219,0000000,350,Alki Elementary,Alki Elementary,3010 59TH AVE SW,98116,Seattle, ,School Kitchen, , , , , ," 
",-1,-1
-122.407429829763061,47.580065219499829,361,350220,0000000,350,Alki Homefront Smoothies & Espresso,Alki Homefront Smoothies & Espresso,2622 ALKI AVE SW #101,98116,Seattle,(206) 937-8797,Seating 13-50,III, , , , ," 
",-1,-1
-122.381452220385881,47.589130278892704,362,350221,0000000,350,Alki Juice & Java,Alki Juice & Java,1619 HARBOR AVE sw,98126,Seattle,(206) 933-0722,Seating 0-12,II, , , , ," 
",-1,-1
-122.392075810078879,47.580872788979711,363,350222,0000000,350,"Alki Mail & Dispatch; Inc.","Alki Mail & Dispatch; Inc.",4701 SW ADMIRAL WAY,98116,Seattle,(206) 932-2556,Seating 0-12,I, , , , ," 
",-1,-1
-122.4088102701472,47.579489718666935,364,350224,0000000,350,Alki Spud Fish & Chips,Alki Spud Fish & Chips,2666 ALKI AVE SW,98116,Seattle,(206) 938-0606,Seating 51-150,III, , , , ," 
",-1,-1
-122.312864269933883,47.658776909260226,365,350231,0000000,350,Allegro Espresso Bar,Allegro Espresso Bar,4214 UNIVERSITY WAY NE,98105,Seattle,(206) 633-3030,Seating 13-50,I, , , , ," 
",-1,-1
-122.288472149526186,47.532655979056656,366,350234,0000000,350,Aloha Grocery Store,Aloha Grocery Store,7762 BEACON AVE S,98118,Seattle,(206) 723-3032,Grocery,I, , , , ," 
",-1,-1
-122.327432170377833,47.597490828699563,367,350236,0000000,350,Aloha Plates,Aloha Plates,600 5TH AVE S SPAC 8,98104,Seattle,(206) 470-0559,Seating 0-12,III, , , , ," 
",176,3207.3011951
-122.296070990577221,47.721358748880142,368,350237,0000000,350,Aloha Ramen,Aloha Ramen,3004 NE 127TH ST,98125,Seattle,(425) 773-6668,Seating 13-50,III, , , , ," 
",-1,-1
-122.310021939416629,47.66254527939153,369,350239,0000000,350,Alpha Chi Omega,Alpha Chi Omega,4545 17TH AVE NE,98105,Seattle,(206) 525-9104,Seating 51-150,III, , , , ," 
",-1,-1
-122.305068000417805,47.663282998786705,370,350240,0000000,350,Alpha Delta Fraternity Inc,Alpha Delta Fraternity Inc,2106 NE 47TH ST,98105,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.308127099419536,47.662870188960426,371,350241,0000000,350,Alpha Delta Pi,Alpha Delta Pi,1805 NE 47TH ST,98105,Seattle,(206) 522-8137,Seating 151-250,III, , , , ," 
",-1,-1
-122.307548009368915,47.662431738959732,372,350242,0000000,350,Alpha Epsilon Pi,Alpha Epsilon Pi,4541 19TH AVE NE,98105,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.305109229963037,47.661662618972827,373,350243,0000000,350,Alpha Gamma Delta,Alpha Gamma Delta,4510 21ST AVE NE,98105,Seattle,(206) 527-2351,Seating 13-50,III, , , , ," 
",-1,-1
-122.306894760192236,47.661460829186488,374,350244,0000000,350,Alpha Omicron Pi,Alpha Omicron Pi,1906 NE 45TH ST,98105,Seattle,(615) 370-0920,Seating 51-150,III, , , , ," 
",-1,-1
-122.306875289362083,47.663294558839084,375,350245,0000000,350,Alpha Phi,Alpha Phi,4710 19TH AVE NE,98105,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.306880519804395,47.662804349204237,376,350246,0000000,350,Alpha Sigma Phi,Alpha Sigma Phi,4554 19TH AVE NE,98105,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.310092939736506,47.665068588738464,377,350247,0000000,350,Alpha Xi Delta,Alpha Xi Delta,1616 NE 50TH ST,98105,Seattle,(206) 522-2968,Seating 51-150,III, , , , ," 
",-1,-1
-122.334580629757042,47.60050344918492,378,350248,0000000,350,Alstadt Llc,Alstadt Llc,209 1ST AVE S STE A,98104,Seattle,(206) 683-3056,Seating 51-150,III, , , , ," 
",223,3578.42422367
-122.2701941994751,47.529391699394239,379,350249,0000000,350,Altaye  Restaurant,Altaye  Restaurant,8135 RAINIER AVE S,98118,Seattle,(206) 579-4215,Seating 0-12,III, , , , ," 
",-1,-1
-122.321160150028092,47.62489787878534,380,350250,0000000,350,Altura,Altura,617 BROADWAY AVE E,98102,Seattle,(206) 417-4628,Seating 13-50,III, , , , ," 
",135,485.213890917
-122.35031341965049,47.651696608668217,381,350251,0000000,350,Always Happy Hour,Always Happy Hour,3601 FREMONT AVE N #207,98103,Seattle,(206) 412-7471,Seating 13-50,III, , , , ," 
",-1,-1
-122.317333070220528,47.708294109194398,382,350254,0000000,350,Am-Pm Mini Mart,Am-Pm Mini Mart,10822 ROOSEVELT WAY NE,98125,Seattle, ,Seating 0-12,III, , , , ," 
",-1,-1
-122.345123410246316,47.690864148933663,383,350257,0000000,350,Am Pm,Am Pm,950 N 85TH ST,98103,Seattle,(206) 729-9608,Seating 0-12,III, , , , ," 
",-1,-1
-122.35514519933642,47.733841778728618,384,350259,0000000,350,Am Pm Mini Mart,Am Pm Mini Mart,14424 GREENWOOD AVE N,98133,Seattle,(206) 361-8333,Seating 0-12,III, , , , ," 
",-1,-1
-122.317070100091058,47.666791099320612,385,350269,0000000,350,Amazing Thai Cuisine,Amazing Thai Cuisine,5210 ROOSEVELT WAY NE #B,98105,Seattle,(206) 409-7654,Seating 13-50,III, , , , ," 
",-1,-1
-122.345542510022881,47.613160059395639,386,350272,0000000,350,Amber,Amber,2214 1ST AVE,98121,Seattle, ,Seating 151-250,III, , , , ," 
",-1,-1
-122.325425709991862,47.598203659477591,387,350274,0000000,350,Ambrosia,Ambrosia,619 S KING ST,98104,Seattle,(206) 623-8028,Seating 13-50,I, , , , ," 
",176,2649.15117232
-122.3424882602135,47.70186843917196,388,350277,0000000,350,Amc Theatres Oaktree 6,Amc Theatres Oaktree 6,10006 AURORA AVE N,98133,Seattle,(646) 521-6255,Seating 0-12,I, , , , ," 
",-1,-1
-122.326727680634008,47.598485468744038,389,350281,0000000,350,American Hotel-Hostelling Int'L,American Hotel-Hostelling Int'L,520 S King ST,98104,Seattle,(206) 622-5443,Grocery,I, , , , ," 
",176,2909.87243382
-122.319105119746283,47.551304609229206,390,350283,0000000,350,American Pie Bakery & Cafe,American Pie Bakery & Cafe,5633 AIRPORT WAY S,98108,Seattle,(425) 531-0525,Seating 0-12,III, , , , ," 
",-1,-1
-122.321119979642106,47.620142669474767,391,350284,0000000,350,Americana,Americana,219 BROADWAY AVE E,98102,Seattle,(917) 545-9807,Seating 51-150,III, , , , ," 
",632,977.143379457
-122.281055450308941,47.538178458654762,392,350286,0000000,350,Amin International Market -   Meat/ Deli  Shop,Amin Inernational Grocery,7126 M L KING JR WAY S,98118,Seattle,(206) 417-8456,Seating 13-50,III, , , , ," 
",-1,-1
-122.288892640052026,47.552300508797217,393,350287,0000000,350,Ammana Houseware & Grocery,"Ammana Houseware And Grocery; Llc",5503 M L KING JR WAY S,98118,Seattle,(206) 422-3814,Meat/Sea Food,III, , , , ," 
",-1,-1
-122.406803579502068,47.580373069346336,394,350289,0000000,350,Ampersand Cafe - Alki,Ampersand Cafe - Alki,2536 ALKI AVE SW,98116,Seattle,(206) 617-3097,Seating 0-12,III, , , , ," 
",-1,-1
-122.345776560083763,47.613736469080202,395,350290,0000000,350,Ampersand Lounge,Ampersand Lounge,115 BELL ST #113,98121,Seattle,(425) 359-5112,Seating 51-150,III, , , , ," 
",-1,-1
-122.35296399943428,47.690936348644698,396,350291,0000000,350,Ampersand Pantry,Corner Cafe,424 N 85TH ST,98103,Seattle,(206) 617-3097,Seating 13-50,III, , , , ," 
",-1,-1
-122.293951629539094,47.608122259029166,397,350292,0000000,350,Amys Merkato,Amy'S Merkato,2922 E CHERRY ST,98122,Seattle, ,Seating 13-50,III, , , , ," 
",503,1491.01678838
-122.325549460559102,47.620671339073056,398,350294,0000000,350,Analog Coffee,Analog Coffee,235 SUMMIT AVE E,98102,Seattle,(206) 661-4794,Seating 0-12,I, , , , ," 
",258,1760.34412769
-122.382901729973796,47.668883878787931,399,350295,0000000,350,Anchors Down,Anchors Down,2016 NW MARKET ST,98107,Seattle,(206) 915-2852,Seating 13-50,I, , , , ," 
",-1,-1
-122.312526160158754,47.614806798709843,400,350296,0000000,350,Anchovies And Olives,Anchovies And Olives,1550 15TH AVE,98122,Seattle,(206) 235-8276,Seating 51-150,III, , , , ," 
",568,858.028041391
